Number	Use (Fraction)
65	0.28322364907943204
35	0.2758164611596579
43	0.2734211282023116
47	0.27276634447142534
39	0.27015219728332596
25	0.2664487218588194
71	0.26557749716300505
68	0.26535939465482616
61	0.2640522025270856
6	0.2636171833663722
67	0.2636171833663722
62	0.26165592026273343
32	0.26143852895838565
18	0.26100208583885304
38	0.25991275863485974
51	0.2599118093278539
21	0.2596948937111125
60	0.25925987455039906
29	0.25860509081951283
8	0.2583879386507536
