Number	Use (Fraction)
64	0.30718304498112287
34	0.3031307750545803
67	0.2917112905779654
51	0.28913639956569265
16	0.28213683956974556
4	0.2784515346249655
29	0.27329495939543724
53	0.2710850021519542
55	0.2707200683831644
10	0.2692454077419758
54	0.2685087494978136
24	0.26777142168254653
36	0.264825483261308
69	0.2637205083872174
9	0.2633535359101532
23	0.2626148464530183
47	0.2626134948048523
15	0.2611422170248024
33	0.2607732133347655
37	0.2596634864623667
