Number	Use (Fraction)
74	0.2971735345582903
40	0.2875705713138492
77	0.28304998015274807
30	0.2776835262155669
1	0.27627109120152654
43	0.27485865618748617
26	0.27429408286467133
78	0.2734454254385847
68	0.27316373529773963
51	0.2728804491787595
46	0.27005677782255033
45	0.2683626526676649
47	0.26723070912259805
33	0.2669502176536246
25	0.2669478236911978
67	0.26497161108920375
28	0.26497081535434264
55	0.26440703776638896
58	0.2627129126115036
62	0.2627129126115036
